,Week,DistrictName,Model_Elementary,Model_Middle,Model_High,GradeLevels_Remote_Phasein,StudentGroups_Remote_Phasein,Other_Remote_Phasein,Enrollment_Elementary,FullTimeALE_Elementary,OptOut_Elementary,TypicalInPerson_Elementary,Weekly_Elementary,Enrollment_Middle,FullTimeALE_Middle,OptOut_Middle,TypicalInPerson_Middle,Weekly_Middle,Enrollment_High,FullTimeALE_High,OptOut_High,TypicalInPerson_High,Weekly_High,OrganizationLevel,County,All Students,Female,Gender X,Male,American Indian/ Alaskan Native,Asian,Black/ African American,Hispanic/ Latino of any race(s),Native Hawaiian/ Other Pacific Islander,Two or More Races,White,English Language Learners,Highly Capable,Homeless,Low-Income,Migrant,Military Parent,Mobile,Section 504,Students with Disabilities,Non-English Language Learners,Non-Highly Capable,Non-Homeless,Non-Low Income,Non Migrant,Non Military Parent,Non Mobile,Non Section 504,Students without Disabilities,Unnamed: 0,ProbableCases,ConfirmedCases,7-Day Count,7-Day Average,Age 0-19,Age 20-34,Age 35-49,Age 50-64,Age 65-79,Age 80+,UnknownAge,14-Day Count,14-Day Case Rate,_merge
65,3/15/2021,Centralia School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,1842,0,368,740,1480,511,0,153,179,358,969,0,250,359,719,District,Lewis,3379,1627,4,1748,22,27,38,1347,8,157,1773,440,99,144,2682,73,22,135,65,513,2939,3280,3235,697,3306,3357,3244,3314,2866,440,6,20,26,3.71,0,5,8,9,4,0,0,76,94.7,both
66,3/15/2021,Chehalis School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,1285,0,182,643,1285,655,3,76,328,655,1094,35,95,607,1094,District,Lewis,3068,1455,3,1610,9,25,41,633,8,195,2157,126,74,81,1460,24,44,138,69,494,2942,2994,2987,1608,3044,3024,2930,2999,2574,440,6,20,26,3.71,0,5,8,9,4,0,0,76,94.7,both
67,3/15/2021,Morton School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,160,0,14,0,146,50,0,4,0,46,104,0,15,0,89,District,Lewis,328,150,0,178,1,4,3,41,0,30,249,0,5,21,193,1,9,21,18,53,328,323,307,135,327,319,307,310,275,440,6,20,26,3.71,0,5,8,9,4,0,0,76,94.7,both
68,3/15/2021,Mossyrock School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,300,0,70,230,246,100,0,9,91,94,160,0,20,140,143,District,Lewis,552,263,1,288,7,1,3,131,5,4,401,48,10,3,314,40,0,15,5,101,504,542,549,238,512,552,537,547,451,440,6,20,26,3.71,0,5,8,9,4,0,0,76,94.7,both
69,3/15/2021,Napavine School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,385,0,55,165,330,139,0,26,56,113,214,1,58,78,156,District,Lewis,793,364,0,429,3,5,5,120,1,50,609,20,42,12,346,3,7,30,1,90,773,751,781,447,790,786,763,792,703,440,6,20,26,3.71,0,5,8,9,4,0,0,76,94.7,both
70,3/15/2021,Onalaska School District,Typical/Traditional In-Person,Partial In-Person for All Students,Partial In-Person for All Students,,,,374,0,10,364,364,204,0,13,191,191,243,0,14,229,229,District,Lewis,836,401,0,435,3,2,0,94,1,45,691,26,32,1,486,3,10,34,18,133,810,804,835,350,833,826,802,818,703,440,6,20,26,3.71,0,5,8,9,4,0,0,76,94.7,both
71,3/15/2021,Pe Ell School District,Partial In-Person for All Students,Partial In-Person for All Students,Typical/Traditional In-Person,,,,113,0,14,60,100,62,0,10,35,17,75,0,5,70,70,District,Lewis,271,132,0,139,5,1,0,13,0,21,231,0,4,32,162,0,9,11,15,51,271,267,239,109,271,262,260,256,220,440,6,20,26,3.71,0,5,8,9,4,0,0,76,94.7,both
72,3/15/2021,Toledo School District,Partial In-Person for All Students,Partial In-Person for All Students,Typical/Traditional In-Person,,,,348,0,28,320,320,168,0,11,157,157,203,65,15,188,188,District,Lewis,799,369,1,429,16,3,9,77,1,31,662,12,20,116,404,3,3,40,3,152,787,779,683,395,796,796,759,796,647,440,6,20,26,3.71,0,5,8,9,4,0,0,76,94.7,both
73,3/15/2021,Winlock School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,325,0,30,295,300,160,0,40,120,130,210,0,70,130,140,District,Lewis,700,339,4,357,2,3,2,177,0,46,470,57,18,46,584,92,11,30,19,132,643,682,654,116,608,689,670,681,568,440,6,20,26,3.71,0,5,8,9,4,0,0,76,94.7,both
74,3/15/2021,Evaline School District,Typical/Traditional In-Person,Not Applicable,Not Applicable,,,,53,0,9,44,44,0,0,0,0,0,0,0,0,0,0,District,Lewis,51,21,0,30,0,0,0,7,0,3,41,2,1,0,32,1,0,0,0,8,49,50,51,19,50,51,51,51,43,440,6,20,26,3.71,0,5,8,9,4,0,0,76,94.7,both
75,4/12/2021,Adna School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,226,0,7,219,219,159,0,10,75,149,214,4,17,100,193,District,Lewis,591,293,1,297,5,4,6,45,0,10,521,0,25,8,173,0,8,19,8,64,591,566,583,418,591,583,572,583,527,288,28,59,87,12.43,21,24,19,18,5,0,0,172,214.33,both
76,4/12/2021,Centralia School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,1842,0,368,740,1480,511,0,153,179,358,969,0,250,359,719,District,Lewis,3379,1627,4,1748,22,27,38,1347,8,157,1773,440,99,144,2682,73,22,135,65,513,2939,3280,3235,697,3306,3357,3244,3314,2866,288,28,59,87,12.43,21,24,19,18,5,0,0,172,214.33,both
77,4/12/2021,Chehalis School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,1285,0,182,743,1285,655,3,76,328,655,1094,35,95,607,1094,District,Lewis,3068,1455,3,1610,9,25,41,633,8,195,2157,126,74,81,1460,24,44,138,69,494,2942,2994,2987,1608,3044,3024,2930,2999,2574,288,28,59,87,12.43,21,24,19,18,5,0,0,172,214.33,both
78,4/12/2021,Mossyrock School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,304,0,43,261,261,102,0,9,93,93,155,0,22,131,132,District,Lewis,552,263,1,288,7,1,3,131,5,4,401,48,10,3,314,40,0,15,5,101,504,542,549,238,512,552,537,547,451,288,28,59,87,12.43,21,24,19,18,5,0,0,172,214.33,both
79,4/12/2021,Napavine School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,380,0,28,352,352,137,0,25,112,112,213,1,58,155,155,District,Lewis,793,364,0,429,3,5,5,120,1,50,609,20,42,12,346,3,7,30,1,90,773,751,781,447,790,786,763,792,703,288,28,59,87,12.43,21,24,19,18,5,0,0,172,214.33,both
80,4/12/2021,Onalaska School District,Typical/Traditional In-Person,Partial In-Person for All Students,Partial In-Person for All Students,,,,374,0,10,364,364,204,0,13,191,191,243,0,14,229,229,District,Lewis,836,401,0,435,3,2,0,94,1,45,691,26,32,1,486,3,10,34,18,133,810,804,835,350,833,826,802,818,703,288,28,59,87,12.43,21,24,19,18,5,0,0,172,214.33,both
81,4/12/2021,Toledo School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,347,0,21,326,326,167,0,4,163,163,206,62,18,188,188,District,Lewis,799,369,1,429,16,3,9,77,1,31,662,12,20,116,404,3,3,40,3,152,787,779,683,395,796,796,759,796,647,288,28,59,87,12.43,21,24,19,18,5,0,0,172,214.33,both
82,4/12/2021,White Pass School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,174,0,13,128,161,57,0,10,24,23,109,12,26,37,30,District,Lewis,354,170,1,183,2,1,4,34,1,7,305,0,6,39,248,2,2,28,3,57,354,348,315,106,352,352,326,351,297,288,28,59,87,12.43,21,24,19,18,5,0,0,172,214.33,both
83,4/12/2021,Winlock School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,325,0,30,295,300,160,0,40,120,130,210,0,70,130,140,District,Lewis,700,339,4,357,2,3,2,177,0,46,470,57,18,46,584,92,11,30,19,132,643,682,654,116,608,689,670,681,568,288,28,59,87,12.43,21,24,19,18,5,0,0,172,214.33,both
84,4/19/2021,Adna School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,226,0,7,219,219,159,0,10,75,149,214,4,17,100,193,District,Lewis,591,293,1,297,5,4,6,45,0,10,521,0,25,8,173,0,8,19,8,64,591,566,583,418,591,583,572,583,527,250,27,58,85,12.14,13,25,19,21,6,1,0,219,272.9,both
85,4/19/2021,Centralia School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,1842,0,350,758,1480,511,0,153,179,358,969,0,250,359,719,District,Lewis,3379,1627,4,1748,22,27,38,1347,8,157,1773,440,99,144,2682,73,22,135,65,513,2939,3280,3235,697,3306,3357,3244,3314,2866,250,27,58,85,12.14,13,25,19,21,6,1,0,219,272.9,both
86,4/19/2021,Chehalis School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,1285,0,182,743,1285,655,3,76,328,655,1094,35,95,607,1094,District,Lewis,3068,1455,3,1610,9,25,41,633,8,195,2157,126,74,81,1460,24,44,138,69,494,2942,2994,2987,1608,3044,3024,2930,2999,2574,250,27,58,85,12.14,13,25,19,21,6,1,0,219,272.9,both
87,4/19/2021,Mossyrock School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,307,0,43,264,264,104,0,8,96,96,155,0,20,135,135,District,Lewis,552,263,1,288,7,1,3,131,5,4,401,48,10,3,314,40,0,15,5,101,504,542,549,238,512,552,537,547,451,250,27,58,85,12.14,13,25,19,21,6,1,0,219,272.9,both
88,4/19/2021,Napavine School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,380,0,30,350,350,137,0,25,112,112,213,1,58,155,155,District,Lewis,793,364,0,429,3,5,5,120,1,50,609,20,42,12,346,3,7,30,1,90,773,751,781,447,790,786,763,792,703,250,27,58,85,12.14,13,25,19,21,6,1,0,219,272.9,both
89,4/19/2021,Onalaska School District,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,374,0,6,368,368,204,0,10,194,194,239,0,4,235,235,District,Lewis,836,401,0,435,3,2,0,94,1,45,691,26,32,1,486,3,10,34,18,133,810,804,835,350,833,826,802,818,703,250,27,58,85,12.14,13,25,19,21,6,1,0,219,272.9,both
90,4/19/2021,Toledo School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,347,0,21,326,326,167,0,4,163,163,206,62,18,188,188,District,Lewis,799,369,1,429,16,3,9,77,1,31,662,12,20,116,404,3,3,40,3,152,787,779,683,395,796,796,759,796,647,250,27,58,85,12.14,13,25,19,21,6,1,0,219,272.9,both
91,4/19/2021,Winlock School District,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,330,0,25,295,305,170,0,10,160,160,205,0,70,125,135,District,Lewis,700,339,4,357,2,3,2,177,0,46,470,57,18,46,584,92,11,30,19,132,643,682,654,116,608,689,670,681,568,250,27,58,85,12.14,13,25,19,21,6,1,0,219,272.9,both
92,4/19/2021,Boistfort School District,Typical/Traditional In-Person,Typical/Traditional In-Person,Not Applicable,,,,70,0,5,65,65,14,0,1,13,13,0,0,0,0,0,District,Lewis,91,45,1,45,0,1,1,13,0,4,72,5,5,2,46,0,0,6,7,21,86,86,89,45,91,91,85,84,70,250,27,58,85,12.14,13,25,19,21,6,1,0,219,272.9,both
93,4/26/2021,Adna School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,226,0,7,219,219,159,0,10,75,149,214,4,17,100,193,District,Lewis,591,293,1,297,5,4,6,45,0,10,521,0,25,8,173,0,8,19,8,64,591,566,583,418,591,583,572,583,527,212,50,84,134,19.14,32,34,33,21,12,2,0,281,350.16,both
94,4/26/2021,Centralia School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,1842,0,350,1480,1480,511,0,153,179,358,969,0,250,359,719,District,Lewis,3379,1627,4,1748,22,27,38,1347,8,157,1773,440,99,144,2682,73,22,135,65,513,2939,3280,3235,697,3306,3357,3244,3314,2866,212,50,84,134,19.14,32,34,33,21,12,2,0,281,350.16,both
95,4/26/2021,Chehalis School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,1285,0,182,845,1285,655,3,76,328,655,1094,35,95,607,1094,District,Lewis,3068,1455,3,1610,9,25,41,633,8,195,2157,126,74,81,1460,24,44,138,69,494,2942,2994,2987,1608,3044,3024,2930,2999,2574,212,50,84,134,19.14,32,34,33,21,12,2,0,281,350.16,both
96,4/26/2021,Mossyrock School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,305,0,41,264,264,104,0,8,96,96,155,0,20,135,135,District,Lewis,552,263,1,288,7,1,3,131,5,4,401,48,10,3,314,40,0,15,5,101,504,542,549,238,512,552,537,547,451,212,50,84,134,19.14,32,34,33,21,12,2,0,281,350.16,both
97,4/26/2021,Napavine School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,379,0,30,349,349,137,0,25,112,112,213,1,58,155,155,District,Lewis,793,364,0,429,3,5,5,120,1,50,609,20,42,12,346,3,7,30,1,90,773,751,781,447,790,786,763,792,703,212,50,84,134,19.14,32,34,33,21,12,2,0,281,350.16,both
98,4/26/2021,Onalaska School District,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,374,0,6,368,368,204,0,11,193,193,239,0,6,233,233,District,Lewis,836,401,0,435,3,2,0,94,1,45,691,26,32,1,486,3,10,34,18,133,810,804,835,350,833,826,802,818,703,212,50,84,134,19.14,32,34,33,21,12,2,0,281,350.16,both
99,4/26/2021,Toledo School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,347,0,21,326,326,167,0,4,163,163,206,62,18,188,188,District,Lewis,799,369,1,429,16,3,9,77,1,31,662,12,20,116,404,3,3,40,3,152,787,779,683,395,796,796,759,796,647,212,50,84,134,19.14,32,34,33,21,12,2,0,281,350.16,both
100,4/26/2021,White Pass School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,174,0,12,130,162,57,0,10,24,23,109,12,26,86,99,District,Lewis,354,170,1,183,2,1,4,34,1,7,305,0,6,39,248,2,2,28,3,57,354,348,315,106,352,352,326,351,297,212,50,84,134,19.14,32,34,33,21,12,2,0,281,350.16,both
101,4/26/2021,Winlock School District,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,330,0,25,295,305,170,0,10,160,160,205,0,70,125,135,District,Lewis,700,339,4,357,2,3,2,177,0,46,470,57,18,46,584,92,11,30,19,132,643,682,654,116,608,689,670,681,568,212,50,84,134,19.14,32,34,33,21,12,2,0,281,350.16,both
102,4/26/2021,Boistfort School District,Typical/Traditional In-Person,Typical/Traditional In-Person,Not Applicable,,,,73,0,5,68,68,14,0,1,13,13,0,0,0,0,0,District,Lewis,91,45,1,45,0,1,1,13,0,4,72,5,5,2,46,0,0,6,7,21,86,86,89,45,91,91,85,84,70,212,50,84,134,19.14,32,34,33,21,12,2,0,281,350.16,both
103,5/10/2021,Adna School District,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,226,0,7,219,219,159,0,10,75,149,214,4,17,100,193,District,Lewis,591,293,1,297,5,4,6,45,0,10,521,0,25,8,173,0,8,19,8,64,591,566,583,418,591,583,572,583,527,134,61,107,168,24.0,29,47,42,27,20,3,0,345,429.91,both
104,5/10/2021,Centralia School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,1842,0,350,1480,1480,511,0,153,358,358,969,0,250,719,719,District,Lewis,3379,1627,4,1748,22,27,38,1347,8,157,1773,440,99,144,2682,73,22,135,65,513,2939,3280,3235,697,3306,3357,3244,3314,2866,134,61,107,168,24.0,29,47,42,27,20,3,0,345,429.91,both
105,5/10/2021,Chehalis School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,1285,0,182,955,1285,655,3,76,328,655,1094,35,95,607,1094,District,Lewis,3068,1455,3,1610,9,25,41,633,8,195,2157,126,74,81,1460,24,44,138,69,494,2942,2994,2987,1608,3044,3024,2930,2999,2574,134,61,107,168,24.0,29,47,42,27,20,3,0,345,429.91,both
106,5/10/2021,Mossyrock School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,305,0,41,264,264,104,0,8,96,96,155,0,20,135,135,District,Lewis,552,263,1,288,7,1,3,131,5,4,401,48,10,3,314,40,0,15,5,101,504,542,549,238,512,552,537,547,451,134,61,107,168,24.0,29,47,42,27,20,3,0,345,429.91,both
107,5/10/2021,Napavine School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,378,0,30,348,348,137,0,25,112,112,213,1,58,155,155,District,Lewis,793,364,0,429,3,5,5,120,1,50,609,20,42,12,346,3,7,30,1,90,773,751,781,447,790,786,763,792,703,134,61,107,168,24.0,29,47,42,27,20,3,0,345,429.91,both
108,5/10/2021,Onalaska School District,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,376,0,6,370,370,207,0,10,197,197,239,0,6,233,233,District,Lewis,836,401,0,435,3,2,0,94,1,45,691,26,32,1,486,3,10,34,18,133,810,804,835,350,833,826,802,818,703,134,61,107,168,24.0,29,47,42,27,20,3,0,345,429.91,both
109,5/10/2021,Toledo School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,352,0,16,336,336,167,0,4,163,163,269,62,21,186,186,District,Lewis,799,369,1,429,16,3,9,77,1,31,662,12,20,116,404,3,3,40,3,152,787,779,683,395,796,796,759,796,647,134,61,107,168,24.0,29,47,42,27,20,3,0,345,429.91,both
110,5/10/2021,White Pass School District,Typical/Traditional In-Person,Partial In-Person for All Students,Partial In-Person for All Students,,,,172,0,12,160,160,53,0,9,44,44,97,12,24,73,73,District,Lewis,354,170,1,183,2,1,4,34,1,7,305,0,6,39,248,2,2,28,3,57,354,348,315,106,352,352,326,351,297,134,61,107,168,24.0,29,47,42,27,20,3,0,345,429.91,both
111,5/10/2021,Winlock School District,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,330,0,25,295,305,170,0,10,160,160,205,0,70,125,135,District,Lewis,700,339,4,357,2,3,2,177,0,46,470,57,18,46,584,92,11,30,19,132,643,682,654,116,608,689,670,681,568,134,61,107,168,24.0,29,47,42,27,20,3,0,345,429.91,both
112,5/10/2021,Boistfort School District,Typical/Traditional In-Person,Typical/Traditional In-Person,Not Applicable,,,,73,0,5,71,68,14,0,1,14,14,0,0,0,0,0,District,Lewis,91,45,1,45,0,1,1,13,0,4,72,5,5,2,46,0,0,6,7,21,86,86,89,45,91,91,85,84,70,134,61,107,168,24.0,29,47,42,27,20,3,0,345,429.91,both
113,5/17/2021,Adna School District,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,226,0,7,219,219,159,0,10,75,149,214,4,17,100,193,District,Lewis,591,293,1,297,5,4,6,45,0,10,521,0,25,8,173,0,8,19,8,64,591,566,583,418,591,583,572,583,527,95,65,112,177,25.29,54,48,32,27,13,3,0,301,375.08,both
114,5/17/2021,Centralia School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,1842,0,350,1480,1480,511,0,153,358,358,969,0,250,719,719,District,Lewis,3379,1627,4,1748,22,27,38,1347,8,157,1773,440,99,144,2682,73,22,135,65,513,2939,3280,3235,697,3306,3357,3244,3314,2866,95,65,112,177,25.29,54,48,32,27,13,3,0,301,375.08,both
115,5/17/2021,Chehalis School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,1285,0,182,1060,1285,655,3,76,328,655,1094,35,95,607,1094,District,Lewis,3068,1455,3,1610,9,25,41,633,8,195,2157,126,74,81,1460,24,44,138,69,494,2942,2994,2987,1608,3044,3024,2930,2999,2574,95,65,112,177,25.29,54,48,32,27,13,3,0,301,375.08,both
116,5/17/2021,Mossyrock School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,305,0,41,264,264,104,0,8,96,96,155,0,20,135,135,District,Lewis,552,263,1,288,7,1,3,131,5,4,401,48,10,3,314,40,0,15,5,101,504,542,549,238,512,552,537,547,451,95,65,112,177,25.29,54,48,32,27,13,3,0,301,375.08,both
117,5/17/2021,Napavine School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,378,0,30,348,348,136,0,25,111,111,213,1,58,155,155,District,Lewis,793,364,0,429,3,5,5,120,1,50,609,20,42,12,346,3,7,30,1,90,773,751,781,447,790,786,763,792,703,95,65,112,177,25.29,54,48,32,27,13,3,0,301,375.08,both
118,5/17/2021,Onalaska School District,Typical/Traditional In-Person,Typical/Traditional In-Person,Typical/Traditional In-Person,,,,376,0,6,370,370,207,0,10,197,197,239,0,6,233,233,District,Lewis,836,401,0,435,3,2,0,94,1,45,691,26,32,1,486,3,10,34,18,133,810,804,835,350,833,826,802,818,703,95,65,112,177,25.29,54,48,32,27,13,3,0,301,375.08,both
119,5/17/2021,Toledo School District,Partial In-Person for All Students,Partial In-Person for All Students,Partial In-Person for All Students,,,,352,0,16,336,336,167,0,4,163,163,269,62,21,186,186,District,Lewis,799,369,1,429,16,3,9,77,1,31,662,12,20,116,404,3,3,40,3,152,787,779,683,395,796,796,759,796,647,95,65,112,177,25.29,54,48,32,27,13,3,0,301,375.08,both
120,5/17/2021,White Pass School District,Typical/Traditional In-Person,Partial In-Person for All Students,Partial In-Person for All Students,,,,172,0,12,160,160,53,0,9,44,44,96,12,24,72,72,District,Lewis,354,170,1,183,2,1,4,34,1,7,305,0,6,39,248,2,2,28,3,57,354,348,315,106,352,352,326,351,297,95,65,112,177,25.29,54,48,32,27,13,3,0,301,375.08,both
